Afrika	非洲
Retournac	雷图尔纳克 (上卢瓦尔省)
Malvalette	马尔瓦莱特 (上卢瓦尔省)
Saint-Simon, Cantal	圣西蒙 (康塔尔省)
Montusclat	蒙蒂斯克拉 (上卢瓦尔省)
Montregard	蒙特雷加尔 (上卢瓦尔省)
Dave Cowens	戴夫·考恩斯
Chalonnes-sur-Loire	卢瓦尔河畔沙洛内
Saint-Bérain	圣贝兰 (上卢瓦尔省)
Le Monteil, Haute-Loire	勒蒙泰 (上卢瓦尔省)
Wissous	维苏
Coaraci	科阿拉西
Co Prins	雅库布斯·普林斯
Eddy Bosnar	愛德華·波斯拿
Loudes	卢代 (上卢瓦尔省)
Landrethun-le-Nord	北朗德雷坦
Vera Farmiga	韋娜·法米加
Aléxandros Tzórvas	亞歷山德羅斯·特佐瓦斯
Montboissier	蒙特布瓦谢 (厄尔-卢瓦尔省)
Saint-Germain-de-Modéon	圣日尔曼德莫代翁 (科多尔省)
Saint-Laurent-des-Combes (Gironde)	圣洛朗-德孔布 (吉伦特省)
Nicklas Pedersen	歷卡斯·柏達臣
NGC 7000	北美洲星雲
Janville-sur-Juine	瑞讷河畔让维尔
Hatem Trabelsi	哈特姆·查比斯
Vert-le-Petit	小韦尔
Keith Herron	基斯·赫伦
Tiruvottiyur	蒂鲁沃蒂尤尔
Adam Hammill	亚当·哈米尔
Villiers-sur-Orge	奥尔日河畔维利耶尔
Susana Higuchi	蘇珊娜·樋口
Capdrot	卡普德罗
Teyssières	泰西埃 (德龙省)
Triors	特里奥尔 (德龙省)
Yongzhou	永州市
Gorka Iraizoz	戈尔卡·伊赖索斯
Mont-le-Vignoble	蒙莱维尼奥布尔
Tulette	蒂莱特 (德龙省)
Le Plessis-Pâté	莱普莱西帕特
Valouse	瓦卢斯 (德龙省)
Upie	于皮耶 (德龙省)
Taulignan	托利尼昂 (德龙省)
Val-Maravel	瓦马拉韦 (德龙省)
Treschenu-Creyers	特雷斯舍尼克雷埃尔 (德龙省)
Pontlevoy	蓬特勒瓦 (卢瓦尔-谢尔省)
Valaurie	瓦洛里耶 (德龙省)
Les Tonils	莱斯托尼尔
Saint-Martin-d'Août	圣马丹多 (德龙省)
Vercheny	韦尔谢尼 (德龙省)
Courances	库朗塞
La Touche	拉图克 (德龙省)
Saint-Martin-le-Colonel	圣马丹莱科洛内 (德龙省)
Markus Persson	馬庫斯·阿列克謝·泊松
Breuilpont	布勒伊尔蓬
Mile Sterjovski	米尔·斯特约夫斯基
Loison-sur-Créquoise	克雷夸斯河畔卢瓦松
Oncy-sur-École	埃科尔河畔翁西
Brown Ideye	伊德耶·艾德·布朗
Maksim Romaschenko	馬斯姆·羅馬斯真高
Villeconin	维勒科南
Marcelo Gallardo	馬些路·丹尼爾·加拿度
Rainville, Vosges	兰维尔
James Wong Howe	黃宗霑
François Ozon	法蘭索瓦·奧桑
Saclas	萨克拉
Wayne Rooney	韦恩·鲁尼
Monnerville	莫内尔维尔
Florence Devouard	弗洛朗絲·德伍阿爾
Per Ciljan Skjelbred	佩爾·斯贊·史基布特
Saint-Germain-lès-Arpajon	圣热尔曼莱阿尔帕容
Saint-Palais, Pyrénées-Atlantiques	圣帕莱 (比利牛斯-大西洋省)
Branoux-les-Taillades	布拉努莱泰拉代
Estézargues	埃斯泰扎尔盖
Yūki Ōgimi	大儀見優季
Les Angles, Gard	莱桑格莱 (加尔省)
Clarensac	克拉朗萨克
Collias	科利阿
Cardet	卡尔代
Lasalle	拉萨尔 (加尔省)
Auzelles	奥泽莱
Clémensat	克莱芒萨
Rosário do Sul	南罗萨里奥
Beaulieu, Cantal	博略 (康塔尔省)
Antoingt	昂图万格
Giou-de-Mamou	吉乌德芒乌
Courgoul	库尔古
Bort-l'Étang	博尔莱唐
Domazan	多马藏
Trémouille	特雷穆伊尔 (康塔尔省)
Saint-Aubin-de-Branne	圣奥班德布朗 (吉伦特省)
Montfrin	蒙特夫兰 (加尔省)
Portes, Gard	波尔泰 (加尔省)
Lotta Schelin	洛塔·谢林
Montmorin, Puy-de-Dôme	蒙特莫兰 (多姆山省)
Scieurac-et-Flourès	斯谢于拉克和弗卢雷 (热尔省)
Pujaut	皮若 (加尔省)
La Roque-sur-Cèze	塞兹河畔拉罗屈埃
Gagnières	加尼埃
Saint-Sébastien-d'Aigrefeuille	圣塞巴斯蒂安代格雷弗伊尔 (加尔省)
Saint-Hilaire-d'Ozilhan	圣伊莱尔多齐扬 (加尔省)
Saint-André-de-Majencoules	圣昂德雷德马让库莱 (加尔省)
Vauvert	沃韦尔 (加尔省)
Widehem	维代姆
Bréhal	布雷阿
La Loge	拉洛日
Bourg-Lastic	布尔拉斯蒂克
Aspásia	阿斯帕夏
Saint-Paulet-de-Caisson	圣波莱德凯松 (加尔省)
Boisset-et-Gaujac	布瓦塞和戈雅克
Rousson, Gard	鲁松 (加尔省)
Saint-Privat-de-Champclos	圣普里瓦德尚普克洛 (加尔省)
Saint-Jean-du-Gard	圣让迪加尔 (加尔省)
Vabres, Gard	瓦布雷 (加尔省)
Gao Lin	郜林
Ribaute-les-Tavernes	里博特莱塔韦尔内 (加尔省)
Soulages, Cantal	苏拉热 (康塔尔省)
Peyremale	佩雷马尔 (加尔省)
Savignargues	萨维尼亚尔盖 (加尔省)
Port-Saint-Louis-du-Rhône	圣卢伊斯-迪龙港 (罗讷河口省)
Massillargues-Attuech	马西拉尔盖阿蒂埃克 (加尔省)
Bananal	巴纳纳尔
Bady Bassitt	巴迪巴西特
Saint-Anthème	圣昂泰姆 (多姆山省)
Cabrália Paulista	卡布拉利亚保利斯塔
Sauzet, Gard	索泽 (加尔省)
Newport Beach, Kalifornia	纽波特比奇 (加利福尼亚州)
Balbinos	巴尔比努斯 (巴西)
Garba Lawal	加巴·拿禾
Boa Esperança do Sul	南博阿埃斯佩兰萨
Auriflama	奥里夫拉马
Nages-et-Solorgues	纳热和索洛尔盖 (加尔省)
Li Jianbin	李建滨
Veaunes	沃内 (德龙省)
Tersanne	泰尔桑 (德龙省)
Roche-Charles-la-Mayrand	罗克沙尔莱斯-拉迈朗 (多姆山省)
Rogues	罗盖 (加尔省)
Richard Rodgers	理察·羅傑斯 (作曲家)
Moulézan	穆莱藏 (加尔省)
Fressac	弗雷萨克
Chaudes-Aigues	绍代艾盖
Villeneuve-lès-Avignon	阿维尼翁新城 (加尔省)
Saint-Martin-en-Vercors	韦尔科尔地区圣马丹 (德龙省)
Truinas	特吕伊纳 (德龙省)
Les Tourrettes	莱斯图尔雷泰
Saint-Maurice-sur-Eygues	埃盖河畔圣莫里克 (德龙省)
Fontenay-aux-Roses	丰特奈-玫瑰
Vachères-en-Quint	屈安地区瓦谢雷 (德龙省)
Humières	于米耶尔
John Lasseter	约翰·拉塞特
Vergèze	韦尔热兹 (加尔省)
Couloisy	库卢瓦西
Orgon	奥尔贡 (罗讷河口省)
Faritanin'i Mae Hong Son	湄宏順府
Champs-sur-Tarentaine-Marchal	塔朗泰内-马尔沙河畔尚普
Saint-Genès-la-Tourette	圣热内拉图雷特 (多姆山省)
Castillon-la-Bataille	卡斯蒂隆拉巴泰尔
Joué-lès-Tours	茹埃莱图尔
Comps, Drôme	孔普 (德龙省)
La Chapelle-d'Alagnon	拉沙佩勒达拉尼翁
Bob Hawke	鮑勃·霍克
Arthez-de-Béarn	阿尔泰德贝阿尔恩
Arcis-sur-Aube	奥布河畔阿尔西
Bourg-lès-Valence	布尔莱瓦朗克
Roquebrun	罗屈埃布兰 (埃罗省)
Ferrières-Saint-Mary	弗尔里埃圣马里
Jhinjhak	金贾克
Carlos Vera	卡路士·韋拉
Chastreix	沙斯特雷
Le Brugeron	勒布吕热龙
Gajan, Gard	加让 (加尔省)
Ruynes-en-Margeride	马尔热里德地区吕伊内 (康塔尔省)
La Chapelle-sur-Usson	于松河畔拉沙佩勒
Gailhan	盖扬
Pont-d'Ain	蓬德安
Riom-ès-Montagnes	里翁埃蒙塔盖 (康塔尔省)
Foissac, Gard	富瓦萨克 (加尔省)
La Tour-d'Auvergne	拉图多韦尔尼
Souvignargues	苏维尼亚尔盖 (加尔省)
Chambon-sur-Lac	拉克河畔尚邦
L'Estréchure	莱斯特雷许尔
Caissargues	凯萨尔盖
Saint-Jean-en-Val	瓦地区圣让 (多姆山省)
Anglards-de-Saint-Flour	昂格拉尔德德圣弗卢尔
Vezels-Roussy	韦泽尔鲁西 (康塔尔省)
Brenat	布雷纳 (多姆山省)
Chauny	绍尼
Jou-sous-Monjou	茹苏蒙茹
Montpezat-sous-Bauzon	蒙特珀扎苏博宗 (阿尔代什省)
Cassaniouze	卡萨尼乌兹
Chomelix	绍默利
Bellegarde, Gard	贝勒加尔德 (加尔省)
Auvers, Haute-Loire	奥韦尔 (上卢瓦尔省)
Cabrerolles	卡布勒罗莱
Neussargues-Moissac	纳萨尔盖穆瓦萨克 (康塔尔省)
Aramon, Gard	阿拉蒙 (加尔省)
Abaucourt	阿博库尔
Ustaritz	于斯塔里茨
Emmanuel Petit	埃马纽埃尔·珀蒂
Amravati	阿姆劳蒂
Croisances	克鲁瓦桑塞
Cros-de-Montvert	克罗德蒙特韦尔
Aigne	艾尼 (埃罗省)
Chaspinhac	沙斯皮纳克
Magny-Cours	马尼库尔 (涅夫勒省)
Saint-Martin-Valmeroux	圣马丹瓦尔默鲁 (康塔尔省)
Anthony Mann	安東尼·曼
Saint-Antoine, Cantal	圣昂图万 (康塔尔省)
Delbert Mann	德爾伯特·曼
Thiolières	蒂奥利埃 (多姆山省)
Gabian	加比昂
Ronald de Boer	罗纳德·德波尔
Shen Kuo	沈括
Molompize	莫隆皮兹 (康塔尔省)
Vailhan	韦扬 (埃罗省)
Sansac-Veinazès	桑萨克韦纳泽 (康塔尔省)
Puimisson	皮伊米松 (埃罗省)
Neuvéglise	纳韦格利斯 (康塔尔省)
Belgaum	贝尔高姆
Balazuc	巴拉聚克
Saint-Étienne-de-Carlat	圣埃蒂安德卡尔拉 (康塔尔省)
Inna Souslina	因娜·苏斯林娜
Nissan-lez-Enserune	尼桑莱昂瑟兰 (埃罗省)
Saint-Alyre-ès-Montagne	圣阿利尔埃蒙塔尼 (多姆山省)
Saint-Pons-de-Mauchiens	圣蓬德莫希安 (埃罗省)
Saint-Saury	圣索里 (康塔尔省)
Félines-Minervois	费利内米内尔瓦
Rézentières	雷藏蒂埃 (康塔尔省)
Puisserguier	皮伊塞尔吉耶 (埃罗省)
Laveissenet	拉韦瑟内
Gavrila Derzhavin	加甫里尔·杰尔查文
Santiago Cañizares	圣地亚哥·卡尼萨雷斯
Montboudif	蒙特布迪 (康塔尔省)
Giuseppe Favalli	朱塞佩·法瓦利
Tourbes	图尔贝 (埃罗省)
Luis Suárez Miramontes	路易斯·蘇亞雷斯·米拉蒙特斯
Orbeil	奥尔贝 (多姆山省)
Lapeyrugue	拉佩吕盖
Spencer Compton	第一代維明頓伯爵斯賓塞·康普頓
Reilhac, Cantal	雷亚克 (康塔尔省)
Cerzat	塞尔扎
Araules	阿罗莱
Aubazat	奥巴扎
Bellevue-la-Montagne	贝勒维埃拉蒙塔尼
Cheylade	谢拉德
Chanteuges	尚特热
Craponne-sur-Arzon	阿尔宗河畔克拉蓬
Joan Chen	陈冲 (演员)
Sainte-Marie, Cantal	圣玛丽 (康塔尔省)
Riotord	里奥托尔 (上卢瓦尔省)
Saint-Arcons-de-Barges	圣阿尔孔德巴尔热 (上卢瓦尔省)
Aya Sameshima	鮫島彩
Karina Maruyama	丸山桂里奈
Mana Iwabuchi	岩淵真奈
Paulhaguet	波亚盖 (上卢瓦尔省)
Lavoûte-Chilhac	拉武特希亚克
Landos	朗多 (上卢瓦尔省)
Claudio Caniggia	克劳迪奥·卡尼吉亚
Freycenet-la-Cuche	弗雷瑟内拉屈克
Reggie Miller	雷吉·米勒
Rasheed Wallace	拉希德·华莱士
Amar'e Stoudemire	阿玛雷·斯塔德迈尔
Pinols	潘奥尔 (上卢瓦尔省)
Dunières	迪尼埃
Naomi Kawase	河瀨直美
Alan Parker	亞倫·帕克
Kavaratti	卡瓦拉蒂
Lompnieu	隆普尼厄
Beaulieu-sur-Dordogne	多尔多尼河畔博利厄
Surjoux	叙尔茹
Nurieux-Volognat	尼里厄－福洛尼亚
Bessèges	贝塞日
Bohain-en-Vermandois	博安昂韦尔芒多瓦
Contagem	孔塔任
Levens	勒旺 (滨海阿尔卑斯省)
Banne	邦镇 (阿尔代什省)
Ornex	奥尔内克斯
Cornas	科尔纳
Montréal-la-Cluse	蒙雷阿尔拉克兹
Bonnetan	博内唐
Guarujá	瓜魯雅
Aureille	奥雷耶
Jaboatão dos Guararapes	熱博阿陶
Scranton, Pennsylvania	斯克蘭頓 (賓夕法尼亞州)
Orvault	奧爾沃
Nancy Lieberman	南希·利伯曼
Faritanin'i Narathiwat	陶公府
Villes	维耶
Irina Bliznova	伊琳娜·布利兹诺娃
Faritanin'i Samut Prakan	北欖府
Besse, Cantal	贝斯 (康塔尔省)
Queyrières	屈埃里埃 (上卢瓦尔省)
Boudewijn Zenden	勃杜安·岑登
La Livinière	拉利维尼埃
Marcq-en-Barœul	马尔康巴勒尔
Faritanin'i Nakhon Ratchasima	呵叻府
Avrilly, Allier	阿夫里利 (阿列省)
Robert Kovač	罗伯特·科瓦奇
Lochieu	洛希厄
Asfeld	阿斯费尔德
Patrick Ewing	帕特里克·尤因
Nikolaï Joukovski	尼古拉·叶戈罗维奇·茹科夫斯基
Don Cheadle	唐·钱德尔
Jack White	傑克·懷特
Sanandaj	萨南达季
Michael Porter	迈克尔·波特
Faritanin'i Suphan Buri	素攀武里府
São Vicente (San Paolo)	聖維森特市
Le Petit-Abergement	小阿伯尔热芒
Martignat	马尔蒂尼亚
Locronan	洛克罗南
Mozi	墨子
Pauillac	波亚克
Ferrussac	弗尔吕萨克
Alba-la-Romaine	阿尔巴拉罗曼
Haridwar	赫尔德瓦尔
Ry Tanindrazanay malala ô	啊，我们亲爱的祖国
Ryan Phillippe	瑞恩·菲利普
Saint-Laurent-le-Minier	圣洛朗莱米涅 (加尔省)
Poulx	普尔 (加尔省)
Joe Louis	喬·路易斯
Rochefort-du-Gard	罗谢福尔迪加尔 (加尔省)
Saze	萨兹 (加尔省)
Fontarèches	丰塔雷谢
Hakeem Olajuwon	哈基姆·奥拉朱旺
Sernhac	塞尔纳克 (加尔省)
Vic-le-Fesq	维克莱弗斯 (加尔省)
Lissac, Haute-Loire	利萨克 (上卢瓦尔省)
Salindres	萨兰德雷 (加尔省)
Faritanin'i Phang Nga	攀牙府
Antonio Meucci	安東尼奧·穆齊
Échebrune	埃舍布兰
Échemiré	埃舍米雷
Saint-Austremoine	圣奥斯特雷穆万 (上卢瓦尔省)
Davézieux	达韦齐厄
Roquebillière	罗屈埃比利埃 (滨海阿尔卑斯省)
Budos	比多
Frugerès-les-Mines	弗吕热雷莱米内
Étaples	埃塔普勒
Nadine Angerer	娜丁·安格勒
Belvès	贝尔韦
Alise-Sainte-Reine	阿利斯圣兰
Biscarrosse	比斯卡尔罗斯
Saint-Martin-de-l'Arçon	圣马丹德拉尔松 (埃罗省)
Rocroi	罗克鲁瓦
Jordan Henderson	佐敦·軒達臣
Écrosnes	埃克罗斯内
Ponteils-et-Brésis	蓬泰尔和布雷西 (加尔省)
Écueillé	埃屈埃莱 (安德尔省)
Les Mages	莱斯马热
Écurat	埃屈拉 (滨海夏朗德省)
Godfrey Hounsfield	高弗雷·豪斯费尔德
Faritanin'i Uttaradit	程逸府
Collorgues	科洛尔盖
Faritanin'i Kamphaeng Phet	甘烹碧府
Thomas Pelham-Holles	第一代紐卡斯爾公爵托馬斯·佩勒姆-霍利斯
Yzeures-sur-Creuse	克勒斯河畔伊泽雷 (安德尔-卢瓦尔省)
Génolhac	热诺亚克
Singles, Puy-de-Dôme	桑格莱 (多姆山省)
Argilliers	阿尔吉利耶尔
Arpaillargues-et-Aureillac	阿尔佩拉尔盖和奥雷拉克
Berrias-et-Casteljau	贝尔里阿和卡斯泰尔若
Burzet	比尔泽
Saint-Herblain	聖埃爾布蘭
Borée	博雷埃
Asperjoc	阿斯佩尔若克
Coucouron	库库龙
Beaumont, Ardèche	博蒙 (阿尔代什省)
Bezouce	伯祖克
Briffons	布里丰
Bez-et-Esparon	贝和埃斯帕龙
Beauvène	博韦恩
Alleuze	阿勒兹
Sériers	塞里耶尔 (康塔尔省)
Saint-Vincent, Puy-de-Dôme	圣万桑 (多姆山省)
Antignac, Cantal	昂蒂尼亚克 (康塔尔省)
Le Vaulmier	勒沃尔米耶
Alejandro Amenábar	亚历杭德罗·阿梅纳瓦尔
Albepierre-Bredons	阿尔伯皮耶尔布雷东
Bagnols-sur-Cèze	塞兹河畔巴尔尼奥尔
Barjac, Gard	巴尔雅克 (加尔省)
Bourdelles	布尔代莱 (吉伦特省)
Cap-d'Ail	卡代
Lamastre	拉马斯特尔
Bidon	比东
Arcens	阿尔桑 (阿尔代什省)
Aussurucq	奥叙吕
Berzème	贝尔泽姆
Ris-Orangis	里奥朗吉
Baix	拜镇 (阿尔代什省)
Aixe-sur-Vienne	维埃纳河畔艾克斯
Wattrelos	瓦特勒洛
Guilherand-Granges	吉耶朗格朗热
Loos, Nord	洛奥
Congénies	孔热涅
Beauvoisin, Gard	博瓦桑 (加尔省)
Ally, Cantal	阿利 (康塔尔省)
Bédarieux	贝达里约
Apchat	阿普沙
Goudet	古代 (上卢瓦尔省)
Rajon Rondo	拉简·朗多
La Chapelle-Agnon	拉沙佩勒阿尼翁
Oriol Romeu	奥雷奥·罗梅乌
Égletons	埃格勒通
Bansat	邦萨
Alexandre Millerand	亚历山大·米勒兰
Saint-Illide	圣伊利德 (康塔尔省)
Éguilles	埃吉莱
Éguzon-Chantôme	埃居宗尚通
Barriac-les-Bosquets	巴尔里阿克莱博斯屈埃特
Éleu-dit-Leauwette	埃勒迪洛韦特
Charraix	沙尔赖 (上卢瓦尔省)
Chenonceaux	舍农索
Bessas	贝萨
Trizac	特里扎克 (康塔尔省)
Martin Kelly	馬丁·凱利
Cambon-et-Salvergues	康邦和萨尔韦尔盖
Avraham Grant	艾林·格蘭
Élie Cartan	埃利·嘉当
Desges	代斯热
Joncourt	容库尔
Saint-Vincent-de-Salers	圣万桑德萨莱尔 (康塔尔省)
Saint-Bonnet-le-Chastel	圣博内莱沙斯泰 (多姆山省)
Abrest	阿布雷斯
Reyssouze	雷苏兹
Baldersheim	巴尔代尔桑
Aubenton	欧邦通
Marboz	马尔博兹
Bellicourt	贝利库尔
Mionnay	米奥奈
Saint-Paul-de-Varax	圣保罗德拉克斯
Perrier, Puy-de-Dôme	佩尔里耶 (多姆山省)
Domeyrat	多梅拉 (上卢瓦尔省)
Saint-Éloy-la-Glacière	圣埃卢瓦拉格拉西埃 (多姆山省)
Aspach-le-Bas	阿斯帕克莱巴
Beaurevoir	博雷瓦尔
Beuil	伯伊
La Monselie	拉蒙瑟利耶
Chaspuzac	沙斯皮扎克
Lesneven	莱斯纳旺
Bardos, Pyrénées-Atlantiques	巴尔多
Harnes	阿尔讷
Aroue-Ithorots-Olhaïby	阿鲁埃伊托罗特奥耶比
Saint-Renan	圣雷南 (菲尼斯泰尔省)
Chéraute	谢罗特
Margaux	马尔戈
Juande Ramos	胡安德·拉莫斯
Berry-au-Bac	贝里欧巴克
Algolsheim	阿尔戈尔桑
Altenach	阿尔特纳克 (上莱茵省)
Jundiaí	容迪亞伊
Condat, Cantal	孔达 (康塔尔省)
Marouane Fellaini	马罗阿尼·费莱尼
Luol Deng	罗尔·邓
Matafelon-Granges	马塔弗卢－热朗日
Lalleyriat	拉莱里亚
Pierrefort	皮耶尔雷福尔 (康塔尔省)
Appenwihr	阿庞维
Brezons	布雷宗
Groissiat	格鲁瓦西亚
Saint-Germain-de-Joux	圣日耳曼德茹
Vieu-d'Izenave	维厄德伊泽纳夫
Les Neyrolles	莱内罗尔
Vesancy	弗藏西
Lancrans	朗克朗
Saint-Martin-du-Frêne	圣马丁夫雷恩
Confort	孔福尔
Lantenay, Ain	朗特奈
Faritanin'i Chaiyaphum	猜也奔府
Chaniat	沙尼阿
Faritanin'i Loei	黎府
Cussac-sur-Loire	卢瓦尔河畔屈萨克
Saint-Geniès-de-Fontedit	圣热涅德丰特迪 (埃罗省)
Sam Raimi	山姆·雷米
Jeffrén Suárez	謝法倫·蘇亞雷斯
Saint-Bonnet-de-Condat	圣博内德孔达 (康塔尔省)
Le Soulié	勒苏利埃
Ezequiel Lavezzi	埃兹奎尔·拉维齐
Argenton-sur-Creuse	克勒斯河畔阿尔让通
Dmitri Kombarov	季米特里·科姆巴羅夫
Saint-Michel-sur-Orge	奥尔日河畔圣米舍
Biganos	比冈奥
Zaty	番荔枝
Congonhas	孔戈尼亚斯
Konstantínos Chalkiás	康斯坦丁諾斯·查爾基亞斯
Steve Sidwell	史提夫·薛維爾
Achicourt	阿希库尔
Maureilhan	莫雷扬 (埃罗省)
Faritanin'i Kanchanaburi	北碧府
Faritanin'i Tak	來興府
Lacapelle-Barrès	拉卡佩尔巴尔雷
Althen-des-Paluds	阿尔唐代帕吕德
Faritanin'i Phitsanulok	彭世洛府
Le Fau	勒福 (康塔尔省)
Sonthonnax-la-Montagne	松托纳克斯拉蒙塔尼
Ségny	瑟尼
Lamothe, Haute-Loire	拉莫特 (上卢瓦尔省)
Masato Morishige	森重真人
Sutrieu	叙特里厄
Ruffieu	吕菲厄
Talissieu	塔利西厄
Gurs	居尔
Marc Gasol	馬克·蓋索
Joe Hisaishi	久石让
Arnéguy	阿尔内吉
Montréal, Gers	蒙特雷阿 (热尔省)
Vito Mannone	维托·曼诺内
Saint-Beauzire, Haute-Loire	圣博齐尔 (上卢瓦尔省)
Valpuiseaux	瓦尔皮伊索
Luigi Riva	路易吉·里瓦
Boissy-le-Sec	布瓦西勒塞克
Jorge Resurrección Merodio	佐治·高基
Leon Osman	莱昂·奥斯曼
Aki Kaurismäki	阿基·郭利斯馬基
Vahid Hashemian	瓦希德·哈什米安
Benik Afobe	本尼克·阿弗比
Tom Huddlestone	汤姆·赫德尔斯通
Villejust	维尔瑞斯
Christian Wilhelmsson	克里斯蒂安·威廉松
Saint-Germain-lès-Corbeil	圣热尔曼莱科尔贝
Boris Rosing	鮑里斯·利沃維奇·羅辛
Duncan Edwards	邓肯·爱德华兹
Tal Ben Haim	塔尔·本哈伊姆
Gometz-la-Ville	戈梅特拉维尔
Pascal Chimbonda	帕斯卡尔·希姆邦达
Nigel Reo-Coker	尼祖·李奧-曲加
José Antonio Reyes	何塞·安东尼奥·雷耶斯
Silvestre Varela	西尔维斯特·瓦雷拉
Ivo Iličević	伊沃·伊利切維奇
Courson-Monteloup	库尔松蒙泰卢
Ralf Fährmann	拉爾夫·費爾曼 (足球運動員)
Javier Pastore	哈維爾·帕斯托雷
Brouy	布鲁伊
Congerville-Thionville	孔热尔维尔蒂翁维尔
Igor Tudor	伊格尔·图多尔
Chauffour-lès-Étréchy	绍富莱埃特雷希
Les Granges-le-Roi	莱斯格朗热勒鲁瓦
Villabé	维拉贝
Roinvilliers	鲁万维利耶尔
Alexander Meier	亞歷山大·邁爾
Chirols	希罗尔
Gerald Fitch	杰拉德·费奇
Axel Bellinghausen	阿克塞爾·貝林豪森
Daniel Wu Yanzu	吳彥祖
Karaikal	开利开尔
Yanam	亚南
Pablo Hernández Domínguez	柏保路·靴南迪斯
James Dewar	詹姆斯·杜瓦
5327 (1989 EX1)	小行星5327
6771 Foerster (1986 EZ4)	小行星6771
Predrag Stojaković	佩贾·斯托亚科维奇
Mohammed Tchité	模罕默德·迪捷迪
Luc, Lozère	吕克 (洛泽尔省)
Chittaranjan	奇塔兰詹
Châteauvieux, Var	沙托维厄
Carlos Delfino	卡洛斯·德尔菲诺
Noida	诺伊达
Vladimír Darida	弗拉基米爾·達里達
Plasnes	普拉斯内 (厄尔省)
Tillay-le-Péneux	蒂莱莱佩纳 (厄尔-卢瓦尔省)
A.C. Green	A·C·格林
Rade Prica	拉德·普里卡
10960 Gran Sasso (6580 P-L)	小行星10960
Palladam	帕拉达姆
Charles Spurgeon	查爾斯·司布真
Chakradharpur	恰克拉达尔普尔
Coonoor	乔奥诺奥尔
Kotagiri	科塔吉里
Crissiumal	克里西乌马尔
NGC 6744	NGC 6744
Cuddalore	古达罗尔
Marysville, Michigan	马里斯维尔 (密歇根州)
John Romero	约翰·罗梅洛
Kevin Hofland	奇雲·賀夫蘭
Danny Pugh	丹尼·佩治
Gérson de Oliveira Nunes	蓋爾森
Rolando Blackman	罗兰多·布莱克曼
NGC 4314	NGC 4314
Mario Kasun	马里奥·卡苏
6470 Aldrin (1982 RO1)	小行星6470
Adrie van Tiggelen	艾德恩奧斯·雲·迪基倫
Homestead, Florida	霍姆斯特德 (佛罗里达州)
Chardeny	沙尔德尼
Osnabrock, North Dakota	奥斯纳布罗克 (北达科他州)
Yavatmal	亚瓦特马尔
Kevin Nash	凱文·奈許
Éli Whitney	伊莱·惠特尼
Goianira	戈亚尼拉
Martin, South Dakota	马丁 (南达科他州)
Haute-Épine	奥特埃潘
Belmont-de-la-Loire	贝尔蒙德拉-卢瓦尔
Pittsburg, Kalifornia	匹兹堡 (加利福尼亚州)
Passel	帕塞 (瓦兹省)
Nieudan	涅于当 (康塔尔省)
Zhai Yanpeng	翟彦鹏
Pouy-sur-Vannes	瓦内河畔普伊 (奥布省)
Thomas Bushnell	湯瑪斯·布什內爾
Blancfossé	布朗克福塞
Auga	奥加 (比利牛斯-大西洋省)
Appakudal	阿帕库达尔
Jlloyd Samuel	杰劳埃德·萨穆埃尔
Yūto Nagatomo	长友佑都
Ollé	奥莱 (厄尔-卢瓦尔省)
Shimoga	希莫加
Carlos Marinelli	卡路士·阿古路·馬連利尼
Baía Formosa	巴伊亚福尔莫萨
Vaniyambadi	瓦尼耶姆巴迪
Sougé, Loir-et-Cher	苏热 (卢瓦尔-谢尔省)
Buddy Jeannette	巴迪·吉纳特
8644 Betulapendula (1988 SD)	小行星8644
La Londe-les-Maures	拉隆代勒莫勒
Chiry-Ourscamp	希里乌尔斯康
Jean-Alain Boumsong	让-阿兰·布姆松
Chambrecy	尚布雷西
Thompson Falls, Montana	汤普森瀑布 (蒙大拿州)
Raffaele Palladino	拉菲尔·帕拉迪诺
Darmannes	达尔马内
Nova Castilho	新卡斯蒂柳
Tang Jiashu	唐佳庶
Derek Jarman	戴力·渣文
Esteban Granero	埃斯特班·格拉内罗
Puiseux-en-Retz	皮瑟昂雷茨
Edixon Perea Valencia	埃迪逊·佩雷亚
Saint-Hippolyte, Aveyron	圣伊波利特 (阿韦龙省)
Nouvron-Vingré	努夫龙万格雷
Ricquebourg	里屈埃布尔 (瓦兹省)
Ken Ilsø	肯·伊尔瑟·拉尔森
Manga (Minas Gerais)	曼加
Saint-Sardos, Tarn-et-Garonne	圣萨尔多
Coubon	库邦
Paraguaçu	帕拉瓜苏
Haris Seferović	哈里斯·舍費洛維奇
Borja Valero	博尔哈·瓦莱罗
Lunan, Lot	吕南 (洛特省)
Yuto Satō	佐藤勇人
Caldeirão Grande	大卡尔代朗
Juan Antonio Anquela	胡安·安东尼奥·安克拉
Arrout	阿尔鲁 (阿列日省)
Yevhen Konoplyanka	耶夫恩·科諾普里安卡
Caraúbas (Paraíba)	卡劳巴什
Lapouyade	拉普伊阿德
Tourette-du-Château	图雷特迪沙托 (滨海阿尔卑斯省)
Nihat Kahveci	尼哈特·卡赫维奇
Pontgibaud	蓬特吉博 (多姆山省)
Saint-Dizier-en-Diois	迪瓦地区圣迪济耶 (德龙省)
Mitsugu Nomura	野村貢
Tamir Cohen	塔米尔·科恩
Blanding, Utah	布兰丁 (犹他州)
Hunting Valley, Ohio	狩猎谷
Aurora, Utah	奥罗拉 (犹他州)
